index,open,close,high,low,Return
2018-09-08,6415.02,6185.0,6478.0,6111.0,-3.6000735663140992
2018-09-09,6185.0,6265.0,6441.0,6141.53,1.2934518997574695
2018-09-10,6265.9,6309.7,6373.98,6221.0,0.7134876296887471
2018-09-11,6312.07,6297.97,6404.0,6169.68,-0.1859042426739732
2018-09-12,6296.83,6331.01,6360.0,6192.37,0.5246134865678931
2018-09-13,6332.0,6499.0,6535.0,6331.01,2.6534470803236676
2018-09-14,6497.1,6510.0,6584.99,6385.62,0.16925680873980387
2018-09-15,6510.0,6517.49,6565.45,6449.38,0.11505376344085327
2018-09-16,6517.49,6502.0,6529.81,6370.0,-0.23766818207622276
2018-09-17,6502.0,6267.0,6533.84,6201.0,-3.6142725315287616
2018-09-18,6269.9,6343.93,6390.0,6224.98,1.2275410882399918
2018-09-19,6343.93,6388.96,6517.7,6123.0,0.7098123718263016
2018-09-20,6386.82,6491.65,6540.0,6325.0,1.6073038491397629
2018-09-21,6492.7,6744.57,6784.86,6489.0,3.8960818898122973
2018-09-22,6738.46,6717.33,6839.03,6627.0,-0.40388045494375024
2018-09-23,6717.91,6711.98,6788.23,6661.75,-0.07964473979990006
2018-09-24,6710.4,6568.9,6730.0,6557.0,-2.1317107619510223
2018-09-25,6568.89,6418.01,6592.51,6325.02,-2.297036033430244
2018-09-26,6418.01,6484.89,6557.99,6379.7,1.0420675567660354
2018-09-27,6489.47,6690.0,6750.0,6434.0,3.1628909665391447
2018-09-28,6687.24,6641.94,6814.8,6540.88,-0.7183856502242181
2018-09-29,6639.28,6597.94,6654.54,6464.57,-0.6624570532103524
2018-09-30,6597.94,6626.3,6662.0,6533.0,0.4298311291100143
2018-10-01,6628.97,6591.56,6667.09,6510.0,-0.5242744819884404
2018-10-02,6593.94,6560.05,6640.0,6494.0,-0.4780355484892862
2018-10-03,6563.71,6527.39,6565.0,6430.0,-0.49786205897820457
2018-10-04,6528.17,6588.11,6643.46,6504.0,0.930233983261286
2018-10-05,6588.11,6630.11,6697.0,6543.08,0.6375121241145143
2018-10-06,6630.71,6588.39,6651.0,6566.77,-0.629250495089817
2018-10-07,6587.6,6593.08,6609.83,6525.0,0.07118582840419663
2018-10-08,6593.08,6671.0,6715.6,6587.0,1.1818452073992791
2018-10-09,6671.0,6663.5,6685.38,6607.0,-0.11242692250037489
2018-10-10,6663.37,6635.69,6664.91,6530.0,-0.41734824041420593
2018-10-11,6635.69,6267.41,6637.3,6219.17,-5.54998801933182
2018-10-12,6267.41,6308.5,6360.0,6205.0,0.6556137224148495
2018-10-13,6308.5,6330.6,6345.0,6285.07,0.35032099548228945
2018-10-14,6330.6,6352.09,6416.0,6320.0,0.339462294253301
2018-10-15,6352.11,6745.41,7680.0,6300.0,6.191977758501532
2018-10-16,6747.2,6765.1,6900.0,6670.0,0.2919021971978131
2018-10-17,6765.1,6746.71,6811.12,6676.01,-0.27183633649170424
2018-10-18,6745.45,6617.3,6796.0,6567.0,-1.9181200911258967
2018-10-19,6618.67,6541.59,6648.14,6523.0,-1.1441222250766936
2018-10-20,6542.44,6581.26,6617.65,6505.55,0.6064274893412769
2018-10-21,6581.26,6594.12,6663.9,6580.0,0.19540331182781312
2018-10-22,6594.12,6580.51,6639.0,6535.27,-0.20639600128599112
2018-10-23,6580.51,6555.24,6595.0,6515.45,-0.3840127892822953
2018-10-24,6555.25,6559.96,6630.0,6547.53,0.07200346592954876
2018-10-25,6558.66,6539.5,6575.09,6502.8,-0.31189214568381196
2018-10-26,6539.5,6534.58,6600.0,6515.01,-0.07523510971787495
2018-10-27,6534.01,6502.0,6558.35,6463.04,-0.49857833250185335
2018-10-28,6502.0,6493.45,6514.17,6453.0,-0.13149800061519334
2018-10-29,6494.26,6344.07,6505.01,6315.0,-2.300472014106525
2018-10-30,6344.55,6330.03,6395.0,6317.01,-0.22130903347535869
2018-10-31,6330.01,6372.92,6428.0,6245.02,0.6775639293968627
2018-11-01,6372.92,6408.69,6442.65,6348.66,0.5612811709545973
2018-11-02,6405.24,6435.93,6460.34,6388.2,0.42504786469623745
2018-11-03,6435.93,6381.24,6445.0,6345.0,-0.8497606406533409
2018-11-04,6381.24,6479.0,6525.0,6359.0,1.5319906475857348
2018-11-05,6478.63,6459.96,6504.39,6431.02,-0.29387251118999647
2018-11-06,6458.05,6500.86,6514.73,6445.18,0.633130855299413
2018-11-07,6500.86,6576.95,6615.15,6497.54,1.1704605236845689
2018-11-08,6576.18,6482.64,6594.0,6468.22,-1.433947346414366
2018-11-09,6482.64,6419.94,6511.53,6391.01,-0.9671985487394119
2018-11-10,6420.6,6442.11,6475.55,6411.0,0.3453303301899968
2018-11-11,6444.72,6419.97,6450.0,6355.0,-0.3436762178851249
2018-11-12,6419.99,6447.17,6497.0,6417.72,0.4236779922647482
2018-11-13,6447.13,6477.81,6498.0,6391.15,0.4752472790387152
2018-11-14,6477.0,5889.4,6482.84,5656.87,-9.083471111378705
2018-11-15,5889.4,5696.55,5939.54,5403.42,-3.274527116514403
2018-11-16,5690.72,5612.16,5782.89,5549.25,-1.4814229665323753
2018-11-17,5612.15,5614.29,5668.91,5565.43,0.03795330140266007
2018-11-18,5614.33,5651.52,5738.17,5613.89,0.6631292647868214
2018-11-19,5651.32,4981.77,5664.0,4855.0,-11.850794122643116
2018-11-20,4984.23,4450.55,5048.24,4326.0,-10.663278312728208
2018-11-21,4450.55,4652.85,4787.2,4413.85,4.545505611665979
2018-11-22,4652.88,4407.47,4721.77,4370.0,-5.273756944668328
2018-11-23,4413.38,4426.84,4484.0,4222.94,0.4394811535869847
2018-11-24,4429.99,3958.88,4527.0,3824.69,-10.570971618581204
2018-11-25,3956.74,4070.41,4233.0,3652.66,2.817210928343372
2018-11-26,4069.14,3837.49,4206.0,3701.0,-5.722273677590217
2018-11-27,3835.82,3898.51,3940.0,3689.12,1.590101863457627
2018-11-28,3897.36,4229.98,4394.47,3860.0,8.502479152291498
2018-11-29,4229.98,4295.5,4450.38,4125.65,1.5489434938226854
2018-11-30,4295.5,4044.52,4341.36,3943.0,-5.842858805726925
2018-12-01,4042.07,4190.61,4299.99,3963.01,3.6120479067973443
2018-12-02,4193.22,4176.2,4312.99,4103.04,-0.34386401979663583
2018-12-03,4176.29,3909.35,4182.39,3827.0,-6.389780182941429
2018-12-04,3909.33,3930.0,4085.0,3781.0,0.5282208039699698
2018-12-05,3932.2,3802.63,3970.0,3745.0,-3.2409669211195924
2018-12-06,3803.11,3638.91,3899.99,3613.13,-4.305441234093255
2018-12-07,3642.86,3386.87,3644.92,3224.6,-6.926249893512071
2018-12-08,3386.89,3420.4,3495.0,3222.0,0.9899996161647939
2018-12-09,3421.17,3566.56,3658.0,3394.04,4.273184422874521
2018-12-10,3566.54,3436.14,3610.0,3370.11,-3.6567448746130715
2018-12-11,3436.14,3389.9,3480.0,3324.32,-1.3456960426525
2018-12-12,3389.04,3439.17,3492.0,3350.0,1.4534352045783017
2018-12-13,3438.7,3293.19,3460.0,3255.5,-4.24462879124905
2018-12-14,3293.19,3238.37,3335.39,3177.0,-1.664647348012116
2018-12-15,3238.35,3215.83,3276.5,3156.26,-0.6960291751714531
2018-12-16,3215.84,3230.59,3294.0,3186.0,0.45897948585591486
2018-12-17,3230.59,3502.99,3585.0,3216.0,8.431896340916033
2018-12-18,3502.99,3644.1,3665.92,3424.47,4.028272989645987
2018-12-19,3644.1,3706.34,3912.73,3622.55,1.7079663016931645
2018-12-20,3705.13,4026.0,4120.0,3635.0,8.624680952098295
2018-12-21,4027.07,3834.53,4139.99,3764.0,-4.755837059115741
2018-12-22,3831.93,3930.72,3979.0,3785.0,2.5085212529305956
2018-12-23,3930.72,3929.61,4021.53,3870.0,-0.028239101233351604
2018-12-24,3933.15,4031.47,4198.0,3916.47,2.592114739121687
2018-12-25,4030.73,3712.78,4033.38,3646.41,-7.9050569643331015
2018-12-26,3712.76,3786.18,3837.15,3656.74,1.9769552734069773
2018-12-27,3786.12,3547.88,3813.98,3535.0,-6.2939427074254155
2018-12-28,3547.88,3835.19,3887.25,3540.04,8.098075470421762
2018-12-29,3835.11,3863.29,3892.0,3756.2,0.7326886021292278
2018-12-30,3862.66,3788.36,3903.5,3657.9,-1.9395385798115061
2018-12-31,3787.2,3698.09,3812.54,3630.33,-2.382825285875678
2019-01-01,3698.12,3801.9,3810.16,3642.0,2.8071247589972037
2019-01-02,3801.93,3871.94,3880.62,3750.45,1.8422367763486713
2019-01-03,3871.51,3764.44,3882.14,3730.0,-2.7763859977169014
2019-01-04,3764.43,3794.33,3823.64,3703.57,0.7940092018998701
2019-01-05,3791.46,3780.07,3840.99,3751.0,-0.3758239267538599
2019-01-06,3780.37,3999.43,4027.71,3740.0,5.803067138968321
2019-01-07,3999.78,3970.72,4017.9,3921.53,-0.7178522939518928
2019-01-08,3971.52,3952.96,4069.8,3903.0,-0.4472740460168323
2019-01-09,3952.98,3964.32,4006.81,3930.04,0.2873795839067439
2019-01-10,3964.28,3583.72,3996.01,3540.0,-9.600637688178558
2019-01-11,3583.38,3585.53,3658.0,3546.36,0.05050617793802559
2019-01-12,3585.89,3581.84,3618.19,3465.0,-0.10291365572174804
2019-01-13,3581.83,3463.51,3611.1,3441.3,-3.30360931811583
2019-01-14,3463.59,3625.52,3671.87,3461.8,4.677624721741802
2019-01-15,3626.24,3560.64,3648.42,3516.62,-1.7895363975374612
2019-01-16,3560.62,3590.88,3645.0,3543.51,0.8492855217039796
2019-01-17,3590.88,3613.34,3634.7,3530.39,0.6254734215568325
2019-01-18,3614.11,3603.46,3626.79,3565.75,-0.27343122983167767
2019-01-19,3603.46,3668.72,3720.0,3588.5,1.81103716983122
2019-01-20,3668.78,3540.55,3693.73,3475.0,-3.493589044680423
2019-01-21,3540.98,3532.39,3559.51,3475.5,-0.2304726666760848
2019-01-22,3532.77,3572.91,3608.5,3434.85,1.1470987065414606
2019-01-23,3572.92,3545.58,3607.98,3514.5,-0.7649227100598677
2019-01-24,3545.58,3567.8,3589.0,3529.22,0.6266957733290557
2019-01-25,3566.99,3566.81,3587.15,3522.51,-0.027748192163246088
2019-01-26,3567.25,3562.87,3662.94,3545.0,-0.11046285055834604
2019-01-27,3563.89,3555.69,3579.0,3486.0,-0.20152292954837003
2019-01-28,3555.37,3439.37,3558.32,3380.27,-3.271376301083617
2019-01-29,3439.9,3411.59,3443.5,3349.92,-0.8077060624474774
2019-01-30,3411.39,3462.2,3478.0,3387.1,1.4834725157477857
2019-01-31,3461.69,3435.31,3489.2,3418.8,-0.7766737912310084
2019-02-01,3435.0,3482.31,3488.0,3401.2,1.368144359606549
2019-02-02,3482.31,3488.0,3488.0,3440.29,0.16339728513543594
2019-02-03,3487.65,3462.36,3526.4,3426.0,-0.735091743119265
2019-02-04,3463.78,3465.69,3484.88,3433.31,0.09617717395071779
2019-02-05,3465.34,3465.91,3478.97,3448.43,0.006347942256801353
2019-02-06,3465.87,3407.89,3482.72,3380.0,-1.6740192330441328
2019-02-07,3407.86,3397.14,3426.45,3390.0,-0.31544445389962705
2019-02-08,3398.16,3644.66,3733.58,3373.1,7.286128920209345
2019-02-09,3644.41,3660.39,3680.02,3625.13,0.4315903266697063
2019-02-10,3660.37,3675.99,3680.0,3609.76,0.4261840951373941
2019-02-11,3675.0,3633.57,3684.99,3615.53,-1.1539748475920653
2019-02-12,3633.57,3630.7,3667.6,3582.34,-0.07898568074924395
2019-02-13,3630.13,3609.42,3670.0,3591.75,-0.5861128707962626
2019-02-14,3608.78,3591.42,3626.4,3568.11,-0.49869508120418127
2019-02-15,3591.79,3598.93,3653.23,3573.45,0.2091094887259004
2019-02-16,3598.95,3620.59,3648.2,3596.45,0.6018455485380381
2019-02-17,3619.67,3655.77,3700.11,3604.4,0.9716648391560501
2019-02-18,3655.79,3887.0,3925.0,3655.0,6.3250696843619725
2019-02-19,3886.89,3921.14,3994.52,3856.0,0.8783123231283829
2019-02-20,3921.12,3966.31,3986.98,3870.66,1.1519609093273875
2019-02-21,3966.85,3928.7,4016.48,3901.03,-0.9482365221074485
2019-02-22,3927.72,3970.02,3988.0,3925.38,1.0517473973579161
2019-02-23,3970.0,4116.0,4162.02,3933.15,3.6770595614127988
2019-02-24,4116.0,3774.56,4198.0,3712.66,-8.295432458697771
2019-02-25,3774.02,3843.3,3872.66,3740.0,1.8211394175745133
2019-02-26,3843.05,3807.31,3844.03,3777.0,-0.936434834647315
2019-02-27,3807.98,3811.42,3838.85,3677.17,0.10795023257890168
2019-02-28,3811.42,3814.09,3888.0,3763.87,0.07005263130277495
2019-03-01,3814.11,3833.94,3857.0,3811.49,0.5204386891761947
2019-03-02,3833.92,3819.64,3841.31,3772.25,-0.37298444941757936
2019-03-03,3819.64,3793.36,3835.0,3781.32,-0.6880229550428774
2019-03-04,3793.41,3713.51,3830.0,3670.69,-2.104993989497439
2019-03-05,3714.0,3847.84,3877.1,3703.55,3.617332389033545
2019-03-06,3847.86,3866.69,3907.0,3813.09,0.4898852343132809
2019-03-07,3866.69,3868.98,3905.4,3840.4,0.059223780546147076
2019-03-08,3868.98,3857.32,3932.0,3800.0,-0.3013714208912943
2019-03-09,3857.32,3932.47,3971.75,3852.27,1.9482438584301986
2019-03-10,3932.2,3925.68,3946.45,3881.69,-0.17266501715207383
2019-03-11,3925.68,3873.66,3936.98,3830.0,-1.325120743412611
2019-03-12,3874.08,3882.33,3905.2,3826.06,0.2238193336534522
2019-03-13,3882.3,3869.47,3893.56,3840.0,-0.33124438159559677
2019-03-14,3869.7,3875.73,3920.0,3810.43,0.16177926175937607
2019-03-15,3875.42,3925.3,3939.22,3872.2,1.2789848622066113
2019-03-16,3925.3,4005.56,4056.98,3921.44,2.044684482714687
2019-03-17,4005.56,3986.65,4012.0,3950.01,-0.47209378963241067
2019-03-18,3986.67,3985.01,4037.0,3953.33,-0.04113729572448044
2019-03-19,3985.01,4013.95,4031.0,3970.0,0.7262215151279339
2019-03-20,4014.0,4040.53,4050.0,3980.5,0.6621906102467712
2019-03-21,4040.9,3986.09,4069.32,3880.01,-1.347347996426218
2019-03-22,3986.75,3991.9,4008.0,3968.25,0.14575686951372457
2019-03-23,3991.0,3999.0,4018.83,3978.01,0.177860166837851
2019-03-24,3999.02,3992.67,4007.9,3950.0,-0.15828957239309993
2019-03-25,3993.35,3943.92,3999.3,3888.71,-1.2209874595195735
2019-03-26,3942.64,3940.13,3958.98,3894.0,-0.09609728392057093
2019-03-27,3940.13,4035.41,4040.36,3936.15,2.418194323537537
2019-03-28,4035.41,4027.6,4048.0,4002.0,-0.19353671621966662
2019-03-29,4027.6,4097.49,4123.71,4024.03,1.7352765915185087
2019-03-30,4096.5,4103.16,4140.0,4052.0,0.13837739689419593
2019-03-31,4103.16,4105.2,4116.12,4082.57,0.049717778492675
2019-04-01,4105.22,4148.06,4158.7,4067.0,1.0440417032057114
2019-04-02,4148.06,4837.64,4873.41,4140.54,16.624156834761305
2019-04-03,4837.64,4892.26,5275.01,4753.5,1.1290629315120482
2019-04-04,4896.64,4896.86,5039.08,4777.0,0.0940260738390819
2019-04-05,4896.86,4998.85,5028.22,4880.62,2.082763240117158
2019-04-06,4999.45,5037.87,5205.0,4928.59,0.7805795332926468
2019-04-07,5037.87,5177.9,5234.0,5026.0,2.779547705677188
2019-04-08,5176.08,5225.24,5305.0,5039.0,0.9142702640066558
2019-04-09,5224.58,5158.0,5250.0,5076.68,-1.2868308441334686
2019-04-10,5158.52,5291.53,5422.0,5135.0,2.588794106242731
2019-04-11,5291.53,5024.43,5332.67,4927.0,-5.047689420640145
2019-04-12,5023.42,5057.71,5080.58,4861.22,0.6623636910057407
2019-04-13,5059.51,5061.63,5099.0,5004.0,0.07750543230038431
2019-04-14,5061.63,5121.6,5152.99,5000.0,1.1847962020139713
2019-04-15,5121.61,5042.0,5167.38,4950.0,-1.5542018119337753
2019-04-16,5042.9,5166.62,5197.72,5003.94,2.471638238794127
2019-04-17,5166.61,5197.91,5230.4,5146.8,0.6056183733272436
2019-04-18,5198.63,5255.2,5287.0,5193.15,1.1021737582990188
2019-04-19,5255.21,5258.02,5320.0,5175.0,0.05366113563709529
2019-04-20,5257.66,5294.97,5333.42,5230.1,0.7027360108938341
2019-04-21,5294.97,5251.2,5314.35,5165.0,-0.8266335786605072
2019-04-22,5250.05,5356.33,5400.0,5208.35,2.002018586227905
2019-04-23,5356.06,5514.0,5600.0,5332.41,2.94361997860475
2019-04-24,5513.26,5398.45,5582.2,5333.35,-2.095574900253905
2019-04-25,5398.19,5245.0,5491.84,5102.0,-2.8424825644397855
2019-04-26,5245.0,5308.61,5510.0,5161.62,1.2127740705433654
2019-04-27,5308.61,5319.64,5342.5,5257.67,0.20777567009067077
2019-04-28,5318.04,5301.0,5340.0,5259.48,-0.3503996511042162
2019-04-29,5299.89,5233.33,5332.0,5178.8,-1.276551594038866
2019-04-30,5233.03,5315.87,5339.98,5192.15,1.5771984568142994
2019-05-01,5314.0,5375.76,5402.0,5310.49,1.1266264976382168
2019-05-02,5376.28,5508.03,5538.0,5370.0,2.4604893075583556
2019-05-03,5508.02,5768.85,5844.0,5477.57,4.735268326425257
2019-05-04,5767.65,5839.31,5900.0,5587.45,1.2213872782270263
2019-05-05,5840.02,5795.21,5841.98,5696.0,-0.7552262167961676
2019-05-06,5794.96,5754.86,5805.0,5619.14,-0.6962646737564415
2019-05-07,5756.99,5962.8,6028.41,5740.48,3.6132938073211163
2019-05-08,5964.0,5910.07,6014.72,5772.2,-0.8843160931106264
2019-05-09,5910.07,6191.7,6224.55,5910.01,4.765256587485434
2019-05-10,6191.7,6394.44,6468.92,6172.0,3.274383448810503
2019-05-11,6392.22,7298.84,7300.0,6365.64,14.143537197940725
2019-05-12,7298.71,6919.08,7521.78,6750.0,-5.203018561853668
2019-05-13,6918.25,7755.0,8100.0,6870.0,12.081374980488736
2019-05-14,7755.0,7843.37,8366.0,7599.56,1.1395228884590658
2019-05-15,7839.45,8148.85,8240.0,7839.45,3.894754423162494
2019-05-16,8148.02,7857.22,8320.0,7705.0,-3.5787871908306124
2019-05-17,7855.34,7281.02,7925.0,6913.0,-7.3333825449713785
2019-05-18,7280.18,7267.13,7458.0,7156.61,-0.1907699745365421
2019-05-19,7268.42,8218.4,8275.09,7242.51,13.090036919664282
2019-05-20,8215.91,7940.55,8219.07,7553.0,-3.38082838508712
2019-05-21,7942.38,7941.22,8042.32,7771.0,0.008437702678021353
2019-05-22,7943.13,7715.95,8016.0,7465.0,-2.836717783917342
2019-05-23,7716.3,7864.29,7940.98,7461.0,1.922511161943774
2019-05-24,7862.92,7927.1,8130.0,7766.0,0.7986734975439669
2019-05-25,7926.53,8023.62,8091.8,7903.58,1.2175953375130888
2019-05-26,8023.68,8642.92,8740.0,7833.42,7.71846124317952
2019-05-27,8642.01,8802.64,8908.32,8562.0,1.8479865600977474
2019-05-28,8802.0,8714.07,8823.52,8510.63,-1.0061754201012407
2019-05-29,8715.48,8630.16,8750.0,8406.6,-0.9629254756961969
2019-05-30,8630.16,8257.96,9074.26,8005.0,-4.3127821500412615
2019-05-31,8260.33,8553.47,8555.06,8108.5,3.5784866964722495
2019-06-01,8553.47,8561.98,8626.0,8442.36,0.09949178520529678
2019-06-02,8560.58,8732.82,8814.78,8500.25,1.9953328552507754
2019-06-03,8735.31,8172.91,8800.95,8100.24,-6.4115600687979395
2019-06-04,8179.72,7672.42,8215.0,7481.02,-6.123767421885229
2019-06-05,7670.59,7779.61,7896.7,7572.78,1.3970820158437647
2019-06-06,7779.66,7723.62,7868.13,7444.58,-0.7197018873696726
2019-06-07,7724.0,8006.82,8100.0,7706.62,3.6666744350447145
2019-06-08,8003.31,7923.53,8044.65,7751.0,-1.0402381969371155
2019-06-09,7922.02,7631.46,7935.0,7506.66,-3.6861096001403415
2019-06-10,7633.44,7956.72,8020.0,7511.0,4.262094016086038
2019-06-11,7957.1,7904.0,8010.0,7692.23,-0.6625845825918297
2019-06-12,7904.0,8087.68,8200.0,7788.99,2.3238866396761093
2019-06-13,8085.7,8230.1,8309.82,8010.03,1.7609499881301005
2019-06-14,8231.04,8637.46,8659.94,8144.32,4.9496360919065285
2019-06-15,8638.98,8824.17,8864.99,8567.63,2.1616308498100256
2019-06-16,8824.35,9024.3,9333.0,8760.0,2.2679753449899476
2019-06-17,9024.97,9300.03,9444.0,8944.02,3.055417040656905
2019-06-18,9300.97,9025.78,9343.24,8950.0,-2.948915218553061
2019-06-19,9025.06,9270.0,9304.0,8960.0,2.705804927662747
2019-06-20,9270.0,9566.23,9590.0,9175.2,3.195577130528582
2019-06-21,9567.25,9941.31,9942.49,9490.59,3.920875830917714
2019-06-22,9940.9,10781.21,11160.0,9921.72,8.44858474386172
2019-06-23,10781.21,10822.75,11392.64,10555.18,0.3852999802434143
2019-06-24,10822.31,11002.49,11143.63,10620.8,1.6607608971841659
2019-06-25,11002.47,11740.56,11783.92,10998.47,6.7082087781947575
2019-06-26,11741.83,12994.36,13970.0,11714.53,10.679218027078786
2019-06-27,12994.36,11444.51,13478.04,10525.1,-11.927097602344405
2019-06-28,11444.98,12420.31,12480.0,10982.88,8.526358926681876
2019-06-29,12420.32,12042.53,12460.0,11475.02,-3.041631005989376
2019-06-30,12044.0,11014.34,12180.0,10900.0,-8.537989940652013
2019-07-01,11014.34,10649.0,11282.28,10030.0,-3.316948632419192
2019-07-02,10647.84,10721.38,10938.75,9727.0,0.6796882336369547
2019-07-03,10718.64,11934.79,11940.0,10692.0,11.317666195956132
2019-07-04,11937.28,11188.93,12000.0,11105.0,-6.249460610534419
2019-07-05,11184.36,11010.0,11406.83,10796.44,-1.5991698938146892
2019-07-06,11009.98,11228.03,11665.0,10919.0,1.98029064486831
2019-07-07,11225.35,11386.0,11538.0,11094.37,1.4069253466547416
2019-07-08,11386.61,12301.72,12338.03,11220.0,8.042508343579824
2019-07-09,12301.74,12564.05,12794.73,12068.0,2.132466029140634
2019-07-10,12563.12,12047.96,13147.08,11569.0,-4.107672287200382
2019-07-11,12047.8,11278.2,12212.29,11000.0,-6.389131438019369
2019-07-12,11278.28,11789.33,11885.0,11073.0,4.532017520526321
2019-07-13,11790.32,11294.03,11799.98,10830.0,-4.201256559957178
2019-07-14,11294.18,10398.47,11452.0,10295.0,-7.929499036216492
2019-07-15,10399.83,10934.84,11100.0,9860.0,5.158162691242074
2019-07-16,10934.41,9447.44,11028.0,9350.01,-13.602393816461877
2019-07-17,9447.44,9664.61,9957.0,9060.0,2.298717959574237
2019-07-18,9668.38,10658.18,10725.0,9252.0,10.28049760931895
2019-07-19,10659.17,10536.15,10788.0,10121.84,-1.1449421946336136
2019-07-20,10535.23,10938.75,11068.99,10350.0,3.821130109195492
2019-07-21,10937.2,10548.6,10961.89,10288.0,-3.5666780939321185
2019-07-22,10547.64,10346.27,10683.16,10100.0,-1.9180744364181046
2019-07-23,10347.89,9869.93,10375.0,9822.0,-4.603978051993618
2019-07-24,9864.73,9785.08,9937.0,9525.0,-0.8596818822423247
2019-07-25,9786.7,9896.83,10175.0,9720.03,1.1420448274311434
2019-07-26,9898.09,9797.38,9929.19,9637.0,-1.0048672150577587
2019-07-27,9797.38,9463.3,10188.66,9333.0,-3.409891215814842
2019-07-28,9463.3,9499.13,9594.99,9165.0,0.3786205657645869
2019-07-29,9499.77,9535.0,9729.0,9395.0,0.37761352881791055
2019-07-30,9534.98,9582.1,9714.28,9402.0,0.4939695857367532
2019-07-31,9580.19,10046.39,10109.8,9555.0,4.845388797862671
2019-08-01,10043.05,10379.4,10467.86,9863.46,3.314723000002995
2019-08-02,10378.14,10531.42,10670.0,10281.35,1.4646318669672587
2019-08-03,10534.48,10814.33,10904.77,10494.11,2.6863423925738372
2019-08-04,10814.05,10929.02,11040.0,10552.0,1.0605372686056436
2019-08-05,10929.31,11791.03,11937.52,10917.55,7.887349460427373
2019-08-06,11792.41,11411.28,12330.7,11226.7,-3.2206685929897505
2019-08-07,11413.97,11979.92,12141.17,11382.84,4.983139490048427
2019-08-08,11979.9,11886.15,12017.75,11521.0,-0.7827264288910118
2019-08-09,11883.86,11856.03,12060.0,11700.0,-0.25340417208262744
2019-08-10,11856.0,11334.12,11985.0,11270.0,-4.402063759960118
2019-08-11,11334.42,11532.92,11566.37,11112.11,1.7539958991081628
2019-08-12,11534.0,11386.96,11600.0,11235.32,-1.2655944895135107
2019-08-13,11386.95,10913.28,11456.16,10788.45,-4.159845999283373
2019-08-14,10913.67,10076.03,10930.87,10070.0,-7.671845677926347
2019-08-15,10075.97,10333.04,10460.0,9911.0,2.550706974870054
2019-08-16,10333.04,10363.86,10536.03,9750.0,0.2982665314370081
2019-08-17,10363.86,10197.67,10465.14,10000.0,-1.6035531163099526
2019-08-18,10200.25,10332.75,10500.0,10080.0,1.3246163094118524
2019-08-19,10335.14,10864.24,10900.0,10258.6,5.143741985434658
2019-08-20,10863.73,10783.01,10949.96,10560.0,-0.7476823045146186
2019-08-21,10784.6,10066.66,10804.13,9858.0,-6.643321298969395
2019-08-22,10067.7,10100.44,10242.0,9762.0,0.33556313613454236
2019-08-23,10105.47,10380.8,10445.0,10019.79,2.7757206616741303
2019-08-24,10380.8,10143.54,10419.42,9890.0,-2.2855656596793894
2019-08-25,10143.21,10100.1,10333.0,9906.97,-0.42825285846953554
2019-08-26,10102.64,10371.19,10604.0,10074.49,2.6840328313580963
2019-08-27,10371.15,10174.63,10412.0,10051.08,-1.8952502075461064
2019-08-28,10174.63,9759.03,10299.0,9601.01,-4.084669417954245
2019-08-29,9759.03,9501.76,9762.18,9320.0,-2.636225116635571
2019-08-30,9501.85,9576.02,9696.0,9350.41,0.7815394200653358
2019-08-31,9576.02,9610.03,9684.51,9420.75,0.3551579883918299
2019-09-01,9610.09,9747.58,9830.0,9520.0,1.4313170718509571
2019-09-02,9746.31,10347.98,10450.0,9708.15,6.159477531859192
2019-09-03,10346.45,10583.58,10773.0,10272.0,2.276772858084386
2019-09-04,10584.97,10532.5,10799.0,10369.89,-0.482634420489092
2019-09-05,10532.5,10572.62,10900.0,10450.0,0.38091621172562373
2019-09-06,10574.2,10280.4,10905.87,10150.0,-2.7639317406659925
2019-09-07,10280.38,10462.05,10558.0,10279.06,1.7669545932064823
2019-09-08,10461.21,10400.0,10592.5,10208.0,-0.593095999350024
2019-09-09,10400.0,10342.0,10480.0,10068.5,-0.5576923076923035
2019-09-10,10338.37,10092.85,10384.99,9953.0,-2.409108489653833
2019-09-11,10088.13,10111.39,10293.0,9880.0,0.18369439751901862
2019-09-12,10110.82,10391.99,10448.81,10040.0,2.7750882915207553
2019-09-13,10390.48,10297.75,10439.0,10153.0,-0.9068522968170623
2019-09-14,10297.73,10334.65,10419.99,10222.33,0.3583307033089733
2019-09-15,10333.89,10311.02,10360.0,10252.15,-0.22864828513785573
2019-09-16,10311.72,10252.83,10355.0,10078.0,-0.5643476591064789
2019-09-17,10253.33,10192.47,10275.0,10128.01,-0.5887155058652116
2019-09-18,10194.28,10180.03,10258.02,10100.0,-0.12205088658586716
2019-09-19,10180.0,10230.51,10325.0,9653.0,0.4958728019465619
2019-09-20,10230.51,10171.85,10281.0,10061.39,-0.5733829496281206
2019-09-21,10171.85,10002.52,10185.73,9900.0,-1.6646922634525718
2019-09-22,10002.61,10053.64,10089.0,9853.97,0.5110712100550474
2019-09-23,10053.64,9723.38,10067.26,9615.77,-3.284979370655805
2019-09-24,9723.38,8686.48,9794.99,7800.0,-10.66398721432259
2019-09-25,8686.65,8388.6,8730.0,8215.64,-3.4292371593556803
2019-09-26,8387.78,8103.03,8465.99,7750.0,-3.4042629282597936
2019-09-27,8102.99,8148.79,8265.0,7852.15,0.5647270218671396
2019-09-28,8149.44,8175.46,8315.0,8001.09,0.327287855006686
2019-09-29,8175.46,8056.09,8231.98,7890.0,-1.4601013276317132
